name,short_description,description,main_photo_filepath,gallery_photo_filepaths,variants,url
Nittaku S-Serie Holz S-7,"<p>Das Tischtennis Holz Nittaku S-7 ist ein offensives, sieben schichtiges Holz mit einem weichen Anschlag und einem leichten Katapult. Mit dem Nittaku S-7 können Topspin Bälle mit viel Rotation und Präzision gespielt werden. Es eignet sich für Ballwechsel am Tisch und aus der Halbdistanz.</p>","<div class=""rte text--pull""> <p>Das Tischtennis Holz Nittaku S-7 ist ein offensives, sieben schichtiges Holz mit einem weichen Anschlag und einem leichten Katapult. Mit dem Nittaku S-7 können Topspin Bälle mit viel Rotation und Präzision gespielt werden. Es eignet sich für Ballwechsel am Tisch und aus der Halbdistanz.</p> <p><span style=""color: #666666;""><strong>Furnierschichten: 7</strong></span></p> <p><span style=""color: #666666;""><strong>Gewicht: ca. 85g</strong></span></p> <p><span style=""color: #666666;""><strong>Made in Germany</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku S-Serie Holz S-7\MainImage\nittaku-s-series-s7-fl-tischtennis-holz_1600x.jpg%3Fv=1483884455,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku S-Serie Holz S-7\GalleryImages\nittaku-s-series-s7-cpen-tischtennis-holz_1600x.jpg%3Fv=1483884458;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku S-Serie Holz S-7\GalleryImages\nittaku-s-series-s7-st-tischtennis-holz_1600x.jpg%3Fv=1483884456,"{""key_value_pairs"": [[""Griff"", ""gerade//straight""], [""Griff"", ""konkav//flared""], [""Griff"", ""chinese penholder""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-hoelzer-schlaeger/products/s7-s-serie
Sanalion D DEF,<p>Das <em><strong>SANALION D</strong></em> ist besonders für defensive Spielweise geeignet.</p>,"<div class=""rte text--pull""> <p>Das <em><strong>SANALION D</strong></em> ist besonders für defensive Spielweise geeignet.</p> <p>Aufgrund der weichen Furnierzusammenstellung und dem großen Sweet-Spot hat dieses Holz sehr hohe Kontrollwerte und spielt sich sehr exakt.</p> <p>Präzise Angriffe sind mit diesem Holz jederzeit möglich.</p> <p> </p> <p><span style=""color: #666666;""><strong>Speed: slow<br/></strong></span><span style=""color: #666666;""><strong>Feel: soft<br/></strong></span><span style=""color: #666666;""><strong>Furnierschichten: 5 ply<br/></strong></span><span style=""color: #666666;""><strong>Holzdicke :5,7 mm<br/></strong></span><span style=""color: #666666;""><strong>Gewicht: ca. 80 g<br/></strong></span><span style=""color: #666666;""><strong>Maße: 165 X 156 mm</strong></span></p> <p> </p> <p> </p> <p> </p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Sanalion D DEF\MainImage\sanalion_d_fl_2_1600x.jpg%3Fv=1382902785,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Sanalion D DEF\GalleryImages\sanalion_d_st_1600x.jpg%3Fv=1382902785;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Sanalion D DEF\GalleryImages\sanalion_d_fl_1600x.jpg%3Fv=1382902784;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Sanalion D DEF\GalleryImages\sanalion_d_st_2_1600x.jpg%3Fv=1382902785,"{""key_value_pairs"": [[""Griffform // Handle"", ""gerade // straight""], [""Griffform // Handle"", ""konkav // flared""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-hoelzer-schlaeger/products/sanalion-d
Sanalion S ALL,<p>Das <em><strong>SANALION S</strong></em> ist sehr vielseitig und für alle Aspekte des Allround-Spiels gut geeignet.</p>,"<div class=""rte text--pull""> <p>Das <em><strong>SANALION S</strong></em> ist sehr vielseitig und für alle Aspekte des Allround-Spiels gut geeignet.</p> <p>Durch sein geringes Gewicht können auch Kinder gut damit spielen.</p> <p> </p> <p><span style=""color: #666666;""><strong>Speed: medium slow</strong></span><br/><span style=""color: #666666;""><strong>Feel: Hard</strong></span><br/><span style=""color: #666666;""><strong>Furnierschichten : 5 ply</strong></span><br/><span style=""color: #666666;""><strong>Holzdicke: 6,4 mm</strong></span><br/><span style=""color: #666666;""><strong>Gewicht: ca. 78 g</strong></span><br/><span style=""color: #666666;""><strong>Maße: 157 X 150 mm</strong></span></p> <p> </p> <p> </p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Sanalion S ALL\MainImage\sanalion_s_st_2_1600x.jpg%3Fv=1663767019,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Sanalion S ALL\GalleryImages\sanalion_s_fl_2.IIQ_1600x.jpg%3Fv=1663767019;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Sanalion S ALL\GalleryImages\sanalion_s_st_1600x.jpg%3Fv=1663767019;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Sanalion S ALL\GalleryImages\sanalion_s_fl_1600x.jpg%3Fv=1663767019,"{""key_value_pairs"": [[""Griffform // Handle"", ""gerade // straight""], [""Griffform // Handle"", ""konkav // flared""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-hoelzer-schlaeger/products/sanalion-s
Nittaku Septear Feel OFF,"<p>Das Nittaku Septear Feel ist der Nachfolger des beliebten Septear Carbon. Das <span>FE-Carbon welches direkt unter dem Deckfurnier liegt </span>kombiniert mit 7-schichten Kiso Hinoki.  Dank der Hinoki Furniere bleibt das Holz elastisch und erzeugt ein einzigartiges Ballgefühl. Beim Furnieraufbau wurde darauf geachtet, dass Geschwindigkeit und Kontrolle sehr ausgeglichen sind. </p>","<div class=""rte text--pull""> <p>Das Nittaku Septear Feel ist der Nachfolger des beliebten Septear Carbon. Das <span>FE-Carbon welches direkt unter dem Deckfurnier liegt </span>kombiniert mit 7-schichten Kiso Hinoki.  Dank der Hinoki Furniere bleibt das Holz elastisch und erzeugt ein einzigartiges Ballgefühl. Beim Furnieraufbau wurde darauf geachtet, dass Geschwindigkeit und Kontrolle sehr ausgeglichen sind. </p> <p><span><strong>Made in Japan</strong></span><br/><span><strong>Speed: Medium fast</strong></span><br/><span><strong>Feel: hard</strong></span><br/><span><strong>Furnierschichten: 7+2 ply</strong></span><br/><span><strong>Holzdicke: 5.7 mm</strong></span><br/><span><strong>Gewicht: ca. 88g</strong></span><br/><span><strong>Maße: 157 X 150 mm</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Septear Feel OFF\MainImage\product_main_16974_1600x.jpg%3Fv=1663767351,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Septear Feel OFF\GalleryImages\product_big_16976_1600x.jpg%3Fv=1663767351,"{""key_value_pairs"": [[""Griffform // Handle"", ""gerade // straight""], [""Griffform // Handle"", ""konkav // flared""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-hoelzer-schlaeger/products/septear-feel-outer-off
Nittaku Septear | All Hinoki Blade,<p>Das Nittaku <em><strong>SEPTEAR</strong></em> ist ein hochwertiges 7-schichtiges <em>Kiso-Hinoki</em> Holz. Es vereint Power mit hoher Kontrolle und verzeiht viele Fehler. </p>,"<div class=""rte text--pull""> <p>Das Nittaku <em><strong>SEPTEAR</strong></em> ist ein hochwertiges 7-schichtiges <em>Kiso-Hinoki</em> Holz. Es vereint Power mit hoher Kontrolle und verzeiht viele Fehler. </p> <p> </p> <p><strong><span style=""color: #666666;"">Made in Japan</span></strong><br/><strong><span style=""color: #666666;"">Speed: Medium</span></strong><br/><strong><span style=""color: #666666;"">Feel: Hard</span></strong><br/><strong><span style=""color: #666666;"">Furnierschichten: 7 ply</span></strong><br/><strong><span style=""color: #666666;"">Holzdicke: 6,7 mm</span></strong><br/><strong><span style=""color: #666666;"">Gewicht: ca. 85g</span></strong><br/><strong><span style=""color: #666666;"">Maße: 158 X 150 mm</span></strong><br/><strong><span style=""color: #666666;"">Griffmaße:  gerade: 101 x 23mm  konkav: 101 x 24,5mm</span></strong></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Septear %7C All Hinoki Blade\MainImage\septear_st_2_nittaku_1600x.jpg%3Fv=1375566129,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Septear %7C All Hinoki Blade\GalleryImages\septear_fl_2_nittaku_1600x.jpg%3Fv=1375971867;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Septear %7C All Hinoki Blade\GalleryImages\septear_st_nittaku_1600x.jpg%3Fv=1375564503;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Septear %7C All Hinoki Blade\GalleryImages\septear_fl_nittaku_1600x.jpg%3Fv=1375564503,"{""key_value_pairs"": [[""Griffform // handle"", ""gerade // straight""], [""Griffform // handle"", ""konkav // flared""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-hoelzer-schlaeger/products/septear
Shake Defence,<p>Das Abwehrholz Shake Defence wurde noch einmal neu aufgelegt.</p>,"<div class=""rte text--pull""> <p>Das Abwehrholz Shake Defence wurde noch einmal neu aufgelegt.</p> <p>Die Neuauflage erkennen Sie an dem dunklen Griff.</p> <p>Die Spieleigenschaften haben sich nur leicht geändert.</p> <p>Das Hinoki Deckfurnier hat einen weichen Anschlag und die Carbon Schicht die direkt unter dem Deckfurnier liegt erzeugt einen extrem großen Sweetspot, macht das Holz aber auch steif. Dadurch können schnelle Konter mit einen hohen Störeffet einfach gespielt werden. Durch das extrem vergrößerte Blatt hat das Holz trotz seiner guten Geschwindigkeit aber eine gute Kontrolle und ist präzise zu spielen.</p> <p>Blattgröße: 161x167</p> <p> </p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Shake Defence\MainImage\shake-defence-dunkler-griff-nittaku-tischtennis-schlaeger-hoelzer_1600x.jpg%3Fv=1545135778,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Shake Defence\GalleryImages\shake-defence-neu-dunkler-griff-nittaku-tischtennis-hoelzer-schlaeger_1600x.jpg%3Fv=1545135778,"{""key_value_pairs"": [[""Title"", ""gerade // straight""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-hoelzer-schlaeger/products/shake-defence
Nittaku Basaltec Outer - Meister Serie,<p>Die Meister-Serie besticht durch ihre perfekte Verarbeitung und das edle Design.</p>,"<div class=""rte text--pull""> <p>Die Meister-Serie besticht durch ihre perfekte Verarbeitung und das edle Design.</p> <p>Bei dem <em>BASALTEC OUTER</em> liegt die Basaltschicht direkt unter dem Deckfurnier. Hierdurch wird der Anschlag etwas härter und die Geschwindigkeit erhöht sich. Durch die Fichte-Außenfurniere hat das Holz einen weichen Anschlag und eignet sich gut zum Anziehen und Gegenziehen. Durch die Basaltschicht vergrößert sich der Sweetspot enorm und bietet die nötige Kontrolle.</p> <p>Das Tischtennis-Holz ist sowohl mit geradem und konkaven Griff als auch als chineser Penholder erhältlich.</p> <p>Geliefert wird das Holz in einer sehr edlen Schiebeverpackung mit einem Minischläger </p> <div></div> <p><span style=""color: #666666;""><em><strong>Made in Germany</strong></em></span></p> <p><span style=""color: #666666;""><em><strong>Furnierschichten: 5 + 2 Basaltschichten</strong></em></span></p> <p><span style=""color: #666666;""><em><strong>Holzdicke: 6,4 mm</strong></em></span></p> <p><span style=""color: #666666;""><em><strong>Gewicht: ca. 88 g</strong></em></span></p> <p><span style=""color: #666666;""><em><strong>Maße 157 x 150 mm</strong></em></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Basaltec Outer - Meister Serie\MainImage\nittaku-meister-serie-basaltec-outer-fl-tischtennis-holz_1600x.jpg%3Fv=1483811168,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Basaltec Outer - Meister Serie\GalleryImages\nittaku-meister-serie-basaltec-outer-tischtennis-schlaeger_1600x.jpg%3Fv=1483883960;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Basaltec Outer - Meister Serie\GalleryImages\nittaku-meister-holz-basaltec-outer-premium-verpackung-tischtennis-schlaeger_1600x.jpg%3Fv=1483883959;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Basaltec Outer - Meister Serie\GalleryImages\nittaku-meister-serie-basaltec-outer-cpen-tischtennis-holz_1600x.jpg%3Fv=1483811169,"{""key_value_pairs"": [[""Griff"", ""gerade // straight""], [""Griff"", ""konkav // flared""], [""Griff"", ""chinese penholder""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-hoelzer-schlaeger/products/tischtennis-schlaeger-basaltec-outer-meister-serie
Holz Sieben - Meister Serie,<p>Die Meister-Serie besticht durch ihre perfekte Verarbeitung und das edle Design.<br/></p>,"<div class=""rte text--pull""> <p>Die Meister-Serie besticht durch ihre perfekte Verarbeitung und das edle Design.<br/></p> <p>Das 7-schichtige Vollholz hat eine sehr gute Geschwindigkeit, gepaart mit sehr guten Kontrollwerten aufgrund der Außenfurniere aus Fichte. </p> <p>Das <em>Holz Sieben</em> ist sowohl mit geradem und konkaven Griff als auch als chineser Penholder erhältlich.</p> <p> </p> <p>Geliefert wird das Holz in einer sehr edlen Schiebeverpackung mit einem Minischläger </p> <div></div> <p><span style=""color: #444444;""><strong><em>Made in Germany</em></strong></span></p> <p><span style=""color: #444444;""><strong><em>Furnierschichten: 7 </em></strong></span></p> <p><span style=""color: #444444;""><strong><em>Holzdicke: 6,6 mm</em></strong></span></p> <p><span style=""color: #444444;""><strong><em>Gewicht: ca. 88 g</em></strong></span></p> <p><span style=""color: #444444;""><strong><em>Maße 157 x 150 mm</em></strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Holz Sieben - Meister Serie\MainImage\nittaku-meister-serie-holz-sieben-fl-tischtennis_1600x.jpg%3Fv=1483810739,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Holz Sieben - Meister Serie\GalleryImages\nittaku-meister-serie-holz-sieben-st-tischtennis_1600x.jpg%3Fv=1483810740;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Holz Sieben - Meister Serie\GalleryImages\nittaku-meister-serie-holz-sieben-tischtennis-schlaeger_1600x.jpg%3Fv=1483883981;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Holz Sieben - Meister Serie\GalleryImages\nittaku-meister-holz-sieben-premium-verpackung-tischtennis-schlaeger_1600x.jpg%3Fv=1483883980;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Holz Sieben - Meister Serie\GalleryImages\nittaku-meister-serie-holz-sieben-cpen-tischtennis-holz_1600x.jpg%3Fv=1483810741,"{""key_value_pairs"": [[""Griff"", ""gerade // straight""], [""Griff"", ""konkav // flared""], [""Griff"", ""Penholder // CPEN""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-hoelzer-schlaeger/products/tischtennis-schlaeger-holz-sieben-meister-serie
Nittaku Violin Carbon,"<p><strong>Das neue Violin Carbon, gefühlvolle Carbon - Power</strong>.</p>","<div class=""rte text--pull""> <p><strong>Das neue Violin Carbon, gefühlvolle Carbon - Power</strong>.</p> <p>Um den Verlust bei der Geschwindigkeit mit den neuen Kunststoffbällen auszugleichen, wurde nun auch das <strong><em>Nittaku Violin Holz</em> </strong>mit Carbon bestückt. Es wurde ein sehr feines Carbon verwendet. Dieses Carbon lässt das gewohnte feine Spielgefühl des <strong><em>Violin Holzes</em> </strong>zu, erhöht aber gleichzeitig die Steifigkeit und vergrößert den Sweetspot.</p> <p><strong><em>Made in Japan</em></strong></p> <p>Furnieraufbau: 5 + 2 FE Carboneinlagen</p> <p>Blattstärke: ca. 5,3 mm                       </p> <p>Gewicht: ca. 90 g</p> <p>Maße: 156 x 149 mm</p> <p> </p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Violin Carbon\MainImage\nittaku-violin-carbon-neues-tischtennis-carbonholz-onlineshop_1600x.jpg%3Fv=1663767345,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Violin Carbon\GalleryImages\nittaku-violin-carbon-neues-tischtennis-holz-schlaeger-deutscher-shop_1600x.jpg%3Fv=1663767345;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Violin Carbon\GalleryImages\nittaku-violin-carbon-furnieraufbau-carbontyp-neu-offensive-kaufen_1600x.jpg%3Fv=1663767345,"{""key_value_pairs"": [[""Griffform // handle"", ""gerade // straight""], [""Griffform // handle"", ""konkav // flared""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-hoelzer-schlaeger/products/violin-carbon
Nittaku Violin OFF-,<p>Das <em><strong>VIOLIN</strong></em> ist nach dem <em><strong>ACOUSTIC </strong></em>das zweitschnellste Holz aus der hochwertigen<strong><em> ACOUSTIC</em></strong>-Serie. </p>,"<div class=""rte text--pull""> <p>Das <em><strong>VIOLIN</strong></em> ist nach dem <em><strong>ACOUSTIC </strong></em>das zweitschnellste Holz aus der hochwertigen<strong><em> ACOUSTIC</em></strong>-Serie. </p> <p><span style=""line-height: 1.2;"">Ein hartes Holz, das elastisch genug ist, um ein wunderbar weiches Anschlaggefühl zu vermitteln. Es ist etwas langsamer als das <strong><em>ACOUSTIC</em></strong> und ist für offensive Spieler geeignet, die viel Wert auf ein weiches Anschlagsgefühl legen.</span></p> <p>Für den Bau der <strong><em>ACOUSTIC</em></strong>-Serie werden ausschließlich ausgewählte Hölzer verwendet, die auch in der Produktion von hochwertigen Streichinstrumenten zum Einsatz kommen.</p> <p> </p> <p><span style=""color: #666666;"">MADE in JAPAN</span></p> <p><br/><span style=""color: #666666;"">Furnierschichten: 5 </span><br/><span style=""color: #666666;"">Holzdicke: 5,3 mm</span><br/><span style=""color: #666666;"">Gewicht: ca. 88g</span><br/><span style=""color: #666666;"">Maße: 156 X 149 mm</span></p> <p> </p> <p> </p> <p> </p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Violin OFF-\MainImage\VIOLIN_3_1600x.jpg%3Fv=1663766922,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Violin OFF-\GalleryImages\violin_fl_nittaku_1600x.jpg%3Fv=1663766922;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Violin OFF-\GalleryImages\violin_fl_2_nittaku_1600x.jpg%3Fv=1663766922;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Violin OFF-\GalleryImages\violin_st_nittaku_1600x.jpg%3Fv=1663766922,"{""key_value_pairs"": [[""Griffform // handle"", ""gerade // straight""], [""Griffform // handle"", ""konkav // flared""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-hoelzer-schlaeger/products/violin-off
Nittaku Violoncello DEF,<p>Das <em><strong>VIOLONCELLO</strong></em> ist das langsamste Holz aus der <strong><em>ACOUSTIC</em></strong>-Serie und ist besonders für defensives Spiel geeignet.</p>,"<div class=""rte text--pull""> <p>Das <em><strong>VIOLONCELLO</strong></em> ist das langsamste Holz aus der <strong><em>ACOUSTIC</em></strong>-Serie und ist besonders für defensives Spiel geeignet.</p> <p>Es zeichnet sich durch ein sehr weiches Anschlaggefühl und hohe Kontrolle aus.</p> <p>Für den Bau der <strong><em>ACOUSTIC</em></strong>-Serie werden ausschließlich Materialien verwendet, die auch bei der Produktion von hochwertigen Streichinstrumenten zum Einsatz kommen.</p> <p> </p> <p> </p> <p><span style=""color: #666666;"">MADE IN JAPAN</span></p> <p><span style=""color: #666666;"">Furnierschichten: 5 </span></p> <p><span style=""color: #666666;"">Holzdicke: 5,3 mm</span></p> <p><span style=""color: #666666;"">Gewicht: ca. 92g</span></p> <p><span style=""color: #666666;"">Maße: 164 X 154 mm</span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Violoncello DEF\MainImage\violoncello_fl_2_nittaku_1600x.jpg%3Fv=1375566224,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Violoncello DEF\GalleryImages\violoncello_st_nittaku_1600x.jpg%3Fv=1375569714;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Violoncello DEF\GalleryImages\violoncello_st_2_nittaku_1600x.jpg%3Fv=1375566225;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Violoncello DEF\GalleryImages\violoncello_fl_nittaku_1600x.jpg%3Fv=1375564555,"{""key_value_pairs"": [[""Griffform // handle"", ""gerade // straight""], [""Griffform // handle"", ""konkav // flared""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-hoelzer-schlaeger/products/violoncello-def
Nittaku Kunstleder Schlägertasche Hardcase Poromeric Case für 2 Schläger,"<p>Robuste und pflegeleichte Schlägertasche aus Kunstleder für 2 Schläger. Für die Luftzirkulation innerhalb der Tasche sorgen die Luftlöcher, die dekorativ auf beiden Seiten angebracht wurden. </p>","<div class=""rte text--pull""> <p>Robuste und pflegeleichte Schlägertasche aus Kunstleder für 2 Schläger. Für die Luftzirkulation innerhalb der Tasche sorgen die Luftlöcher, die dekorativ auf beiden Seiten angebracht wurden. </p> <p>Farbe: weiss</p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Kunstleder Schlägertasche Hardcase Poromeric Case für 2 Schläger\MainImage\schlaegerhuelle-hardcase-nittaku-deutschland-tischtennis-shop_31_1600x.jpg%3Fv=1667823455,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Kunstleder Schlägertasche Hardcase Poromeric Case für 2 Schläger\GalleryImages\schlaegerhuelle-hardcase-2-nittaku-deutschland-tischtennis-shop_32_1600x.jpg%3Fv=1667823457;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Kunstleder Schlägertasche Hardcase Poromeric Case für 2 Schläger\GalleryImages\Nittaku_schlaegerhuelle_1600x.jpg%3Fv=1573722752,,https://nittaku.tt/collections/tischtennis-huellen-taschen-balltasche/products/kunstleder-schlaegertasche-hardcase-poromeric-case-fuer-2-schlaeger
Nittaku Balltasche ENA Ball Case navy & rot,<p>Balltasche ENA mit Platz für max. 4 Bälle. </p>,"<div class=""rte text--pull""> <p>Balltasche ENA mit Platz für max. 4 Bälle. </p> <p>Mit Karabiner-Haken zum Befestigen an Tasche oder Rucksack.</p> <p>Erhältlich in 2 Farben: navy und rot</p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Balltasche ENA Ball Case navy & rot\MainImage\Nittaku_Balltasche_blau_1600x.jpg%3Fv=1609779918,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Balltasche ENA Ball Case navy & rot\GalleryImages\Nittaku_balltasche_inhalt_1600x.jpg%3Fv=1576578153;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Balltasche ENA Ball Case navy & rot\GalleryImages\nittaku_balltasche_rot_1600x.jpg%3Fv=1576578152,"{""key_value_pairs"": [], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-huellen-taschen-balltasche/products/nittaku-balltasche-ena-ball-case-navy-rot-jetzt-bei-uns-im-nittaku-online-shop-kaufen
Nittaku Balltasche Watermelon,<p>Diese lustige Nittaku Balltasche in Form einer Wassermelone kann bis zu 3 Bälle transportieren.</p>,"<div class=""rte text--pull""> <p>Diese lustige Nittaku Balltasche in Form einer Wassermelone kann bis zu 3 Bälle transportieren.</p> <p>Mit dem Karabiner kann die Balltasche am Rucksack oder der Sporttasche befestigt werden.</p> <p>So vergisst man nie wieder die Bälle.</p> <p> </p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Balltasche Watermelon\MainImage\NittakuMeloneBallTache_1600x.png%3Fv=1715347228,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Balltasche Watermelon\GalleryImages\NittakuMeloneBallTacheInnen_1600x.png%3Fv=1715347228,,https://nittaku.tt/collections/tischtennis-huellen-taschen-balltasche/products/nittaku-balltasche-strawberry
Nittaku Tischtennis Belag - Schutz Hülle,<p>Nittaku Belagschutz Hülle ist eine dünne Kunststoffhülle welche die Beläge und auch das Holz vor Beschädigungen und Verschmutzungen schützt.</p>,"<div class=""rte text--pull""> <p>Nittaku Belagschutz Hülle ist eine dünne Kunststoffhülle welche die Beläge und auch das Holz vor Beschädigungen und Verschmutzungen schützt.</p> <p>Made in Japan</p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Tischtennis Belag - Schutz Hülle\MainImage\TischtennisBelagSchutzhuelle_1600x.jpg%3Fv=1678799433,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Tischtennis Belag - Schutz Hülle\GalleryImages\TischtennisBelagSchutzhuelleblau_1600x.png%3Fv=1678799433,,https://nittaku.tt/collections/tischtennis-huellen-taschen-balltasche/products/nittaku-belagschutz-huelle
Nittaku Manys Balltasche,<p>Die Nittaku Manys Balltasche kann 120 Stück Bälle fassen.</p>,"<div class=""rte text--pull""> <p>Die Nittaku Manys Balltasche kann 120 Stück Bälle fassen.</p> <p>Die Tasche ist perfekt für das aufbewahren und transportieren von Trainingsbällen geeignet. Wenn man das Netz öffnet kann die Tasche auch als Balleimer zum Balleimertraining verwendet werden.</p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Manys Balltasche\MainImage\ManyBalltasche_1600x.png%3Fv=1675443407,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Manys Balltasche\GalleryImages\ManyBalltascheoffen_1600x.png%3Fv=1675443408;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Manys Balltasche\GalleryImages\ManyBalltascheFrau_1600x.png%3Fv=1675443408,,https://nittaku.tt/collections/tischtennis-huellen-taschen-balltasche/products/nittaku-manys-balltasche
